council,long,lat,date,site,beachbugs,id,region,rain_mm,temp_airport
Randwick Council,151.267505,-33.914486,2013-01-02,Clovelly Beach,19,25,Sydney City Ocean Beaches,0,23.4
Randwick Council,151.267505,-33.914486,2013-01-06,Clovelly Beach,3,25,Sydney City Ocean Beaches,0,30.3
Randwick Council,151.267505,-33.914486,2013-01-12,Clovelly Beach,2,25,Sydney City Ocean Beaches,0,31.4
Randwick Council,151.267505,-33.914486,2013-01-18,Clovelly Beach,13,25,Sydney City Ocean Beaches,0,46.4
Randwick Council,151.267505,-33.914486,2013-01-30,Clovelly Beach,8,25,Sydney City Ocean Beaches,0.6,26.6
Randwick Council,151.267505,-33.914486,2013-02-05,Clovelly Beach,7,25,Sydney City Ocean Beaches,0.1,25.7
Randwick Council,151.267505,-33.914486,2013-02-11,Clovelly Beach,11,25,Sydney City Ocean Beaches,8,22.2
Randwick Council,151.267505,-33.914486,2013-02-23,Clovelly Beach,97,25,Sydney City Ocean Beaches,7.2,24.8
Randwick Council,151.267505,-33.914486,2013-03-07,Clovelly Beach,3,25,Sydney City Ocean Beaches,0,29.1
Randwick Council,151.267505,-33.914486,2013-03-25,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,25.8
Randwick Council,151.267505,-33.914486,2013-04-02,Clovelly Beach,6,25,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.267505,-33.914486,2013-04-12,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,26.1
Randwick Council,151.267505,-33.914486,2013-04-18,Clovelly Beach,1,25,Sydney City Ocean Beaches,7.8,23.2
Randwick Council,151.267505,-33.914486,2013-04-24,Clovelly Beach,8,25,Sydney City Ocean Beaches,0,22.9
Randwick Council,151.267505,-33.914486,2013-05-01,Clovelly Beach,3,25,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.267505,-33.914486,2013-05-20,Clovelly Beach,5,25,Sydney City Ocean Beaches,0,20.2
Randwick Council,151.267505,-33.914486,2013-05-31,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,25
Randwick Council,151.267505,-33.914486,2013-06-06,Clovelly Beach,8,25,Sydney City Ocean Beaches,0,21.8
Randwick Council,151.267505,-33.914486,2013-06-12,Clovelly Beach,2,25,Sydney City Ocean Beaches,0,16.2
Randwick Council,151.267505,-33.914486,2013-06-24,Clovelly Beach,35,25,Sydney City Ocean Beaches,55.6,15
Randwick Council,151.267505,-33.914486,2013-07-06,Clovelly Beach,2,25,Sydney City Ocean Beaches,0,18.5
Randwick Council,151.267505,-33.914486,2013-07-18,Clovelly Beach,2,25,Sydney City Ocean Beaches,0,23.3
Randwick Council,151.267505,-33.914486,2013-07-24,Clovelly Beach,57,25,Sydney City Ocean Beaches,0,16.1
Randwick Council,151.267505,-33.914486,2013-08-08,Clovelly Beach,39,25,Sydney City Ocean Beaches,10.4,13.3
Randwick Council,151.267505,-33.914486,2013-08-22,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,19.4
Randwick Council,151.267505,-33.914486,2013-08-29,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,22.8
Randwick Council,151.267505,-33.914486,2013-01-24,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,27.5
Randwick Council,151.267505,-33.914486,2013-02-17,Clovelly Beach,9,25,Sydney City Ocean Beaches,13.6,26.3
Randwick Council,151.267505,-33.914486,2013-03-01,Clovelly Beach,20,25,Sydney City Ocean Beaches,28.6,21.2
Randwick Council,151.267505,-33.914486,2013-03-13,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,29.4
Randwick Council,151.267505,-33.914486,2013-03-19,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.267505,-33.914486,2013-04-06,Clovelly Beach,28,25,Sydney City Ocean Beaches,12.6,22
Randwick Council,151.267505,-33.914486,2013-05-07,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,20
Randwick Council,151.267505,-33.914486,2013-05-14,Clovelly Beach,3,25,Sydney City Ocean Beaches,0.4,19.3
Randwick Council,151.267505,-33.914486,2013-05-25,Clovelly Beach,9,25,Sydney City Ocean Beaches,11.4,18.6
Randwick Council,151.267505,-33.914486,2013-06-17,Clovelly Beach,15,25,Sydney City Ocean Beaches,0,16.4
Randwick Council,151.267505,-33.914486,2013-06-30,Clovelly Beach,50,25,Sydney City Ocean Beaches,60.8,15.7
Randwick Council,151.267505,-33.914486,2013-07-12,Clovelly Beach,1,25,Sydney City Ocean Beaches,0,20.8
Randwick Council,151.267505,-33.914486,2013-07-30,Clovelly Beach,1,25,Sydney City Ocean Beaches,0,20.1
Randwick Council,151.267505,-33.914486,2013-08-14,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,24.7
Randwick Council,151.267505,-33.914486,2013-08-16,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,21.7
Randwick Council,151.267505,-33.914486,2013-09-02,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.267505,-33.914486,2013-09-28,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,30.4
Randwick Council,151.267505,-33.914486,2013-10-04,Clovelly Beach,0,25,Sydney City Ocean Beaches,3,18.8
Randwick Council,151.267505,-33.914486,2013-10-12,Clovelly Beach,1,25,Sydney City Ocean Beaches,0,26.8
Randwick Council,151.267505,-33.914486,2013-10-28,Clovelly Beach,1,25,Sydney City Ocean Beaches,33.8,23.3
Randwick Council,151.267505,-33.914486,2013-11-05,Clovelly Beach,6,25,Sydney City Ocean Beaches,0,19.9
Randwick Council,151.267505,-33.914486,2013-11-29,Clovelly Beach,34,25,Sydney City Ocean Beaches,NA,20.7
Randwick Council,151.267505,-33.914486,2013-12-07,Clovelly Beach,5,25,Sydney City Ocean Beaches,0,25.6
Randwick Council,151.267505,-33.914486,2013-09-10,Clovelly Beach,0,25,Sydney City Ocean Beaches,0,33.6
Randwick Council,151.267505,-33.914486,2013-09-16,Clovelly Beach,1,25,Sydney City Ocean Beaches,1.8,18.1
Randwick Council,151.267505,-33.914486,2013-09-22,Clovelly Beach,3,25,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.267505,-33.914486,2013-10-20,Clovelly Beach,3,25,Sydney City Ocean Beaches,0,28.3
Randwick Council,151.267505,-33.914486,2013-11-13,Clovelly Beach,2,25,Sydney City Ocean Beaches,8.8,29.7
Randwick Council,151.267505,-33.914486,2013-11-21,Clovelly Beach,1,25,Sydney City Ocean Beaches,0,27.1
Randwick Council,151.267505,-33.914486,2013-12-23,Clovelly Beach,1,25,Sydney City Ocean Beaches,0,36.6
Randwick Council,151.267505,-33.914486,2013-12-13,Clovelly Beach,1,25,Sydney City Ocean Beaches,0,28.9
Randwick Council,151.267505,-33.914486,2013-12-31,Clovelly Beach,12,25,Sydney City Ocean Beaches,0,30.2
Randwick Council,151.25817,-33.92076,2013-12-31,Coogee Beach,11,26,Sydney City Ocean Beaches,0,30.2
Randwick Council,151.25817,-33.92076,2013-12-13,Coogee Beach,0,26,Sydney City Ocean Beaches,0,28.9
Randwick Council,151.25817,-33.92076,2013-12-23,Coogee Beach,4,26,Sydney City Ocean Beaches,0,36.6
Randwick Council,151.25817,-33.92076,2013-11-21,Coogee Beach,30,26,Sydney City Ocean Beaches,0,27.1
Randwick Council,151.25817,-33.92076,2013-11-13,Coogee Beach,8,26,Sydney City Ocean Beaches,8.8,29.7
Randwick Council,151.25817,-33.92076,2013-10-20,Coogee Beach,0,26,Sydney City Ocean Beaches,0,28.3
Randwick Council,151.25817,-33.92076,2013-10-04,Coogee Beach,18,26,Sydney City Ocean Beaches,3,18.8
Randwick Council,151.25817,-33.92076,2013-09-16,Coogee Beach,290,26,Sydney City Ocean Beaches,1.8,18.1
Randwick Council,151.25817,-33.92076,2013-12-07,Coogee Beach,3,26,Sydney City Ocean Beaches,0,25.6
Randwick Council,151.25817,-33.92076,2013-11-29,Coogee Beach,5,26,Sydney City Ocean Beaches,NA,20.7
Randwick Council,151.25817,-33.92076,2013-11-05,Coogee Beach,2,26,Sydney City Ocean Beaches,0,19.9
Randwick Council,151.25817,-33.92076,2013-10-28,Coogee Beach,94,26,Sydney City Ocean Beaches,33.8,23.3
Randwick Council,151.25817,-33.92076,2013-10-12,Coogee Beach,3,26,Sydney City Ocean Beaches,0,26.8
Randwick Council,151.25817,-33.92076,2013-09-28,Coogee Beach,2,26,Sydney City Ocean Beaches,0,30.4
Randwick Council,151.25817,-33.92076,2013-09-22,Coogee Beach,4,26,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.25817,-33.92076,2013-09-02,Coogee Beach,0,26,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.25817,-33.92076,2013-09-10,Coogee Beach,26,26,Sydney City Ocean Beaches,0,33.6
Randwick Council,151.25817,-33.92076,2013-08-16,Coogee Beach,0,26,Sydney City Ocean Beaches,0,21.7
Randwick Council,151.25817,-33.92076,2013-08-14,Coogee Beach,0,26,Sydney City Ocean Beaches,0,24.7
Randwick Council,151.25817,-33.92076,2013-08-22,Coogee Beach,2,26,Sydney City Ocean Beaches,0,19.4
Randwick Council,151.25817,-33.92076,2013-08-08,Coogee Beach,34,26,Sydney City Ocean Beaches,10.4,13.3
Randwick Council,151.25817,-33.92076,2013-07-12,Coogee Beach,2,26,Sydney City Ocean Beaches,0,20.8
Randwick Council,151.25817,-33.92076,2013-07-24,Coogee Beach,20,26,Sydney City Ocean Beaches,0,16.1
Randwick Council,151.25817,-33.92076,2013-06-30,Coogee Beach,270,26,Sydney City Ocean Beaches,60.8,15.7
Randwick Council,151.25817,-33.92076,2013-06-17,Coogee Beach,35,26,Sydney City Ocean Beaches,0,16.4
Randwick Council,151.25817,-33.92076,2013-05-25,Coogee Beach,17,26,Sydney City Ocean Beaches,11.4,18.6
Randwick Council,151.25817,-33.92076,2013-05-31,Coogee Beach,6,26,Sydney City Ocean Beaches,0,25
Randwick Council,151.25817,-33.92076,2013-05-07,Coogee Beach,2,26,Sydney City Ocean Beaches,0,20
Randwick Council,151.25817,-33.92076,2013-05-01,Coogee Beach,7,26,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.25817,-33.92076,2013-04-24,Coogee Beach,10,26,Sydney City Ocean Beaches,0,22.9
Randwick Council,151.25817,-33.92076,2013-04-18,Coogee Beach,15,26,Sydney City Ocean Beaches,7.8,23.2
Randwick Council,151.25817,-33.92076,2013-04-12,Coogee Beach,16,26,Sydney City Ocean Beaches,0,26.1
Randwick Council,151.25817,-33.92076,2013-03-25,Coogee Beach,82,26,Sydney City Ocean Beaches,0,25.8
Randwick Council,151.25817,-33.92076,2013-04-02,Coogee Beach,7,26,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.25817,-33.92076,2013-03-19,Coogee Beach,2,26,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.25817,-33.92076,2013-03-13,Coogee Beach,4,26,Sydney City Ocean Beaches,0,29.4
Randwick Council,151.25817,-33.92076,2013-03-01,Coogee Beach,110,26,Sydney City Ocean Beaches,28.6,21.2
Randwick Council,151.25817,-33.92076,2013-03-07,Coogee Beach,11,26,Sydney City Ocean Beaches,0,29.1
Randwick Council,151.25817,-33.92076,2013-02-17,Coogee Beach,30,26,Sydney City Ocean Beaches,13.6,26.3
Randwick Council,151.25817,-33.92076,2013-02-23,Coogee Beach,630,26,Sydney City Ocean Beaches,7.2,24.8
Randwick Council,151.25817,-33.92076,2013-01-30,Coogee Beach,22,26,Sydney City Ocean Beaches,0.6,26.6
Randwick Council,151.25817,-33.92076,2013-02-05,Coogee Beach,2,26,Sydney City Ocean Beaches,0.1,25.7
Randwick Council,151.25817,-33.92076,2013-01-24,Coogee Beach,48,26,Sydney City Ocean Beaches,0,27.5
Randwick Council,151.25817,-33.92076,2013-01-12,Coogee Beach,17,26,Sydney City Ocean Beaches,0,31.4
Randwick Council,151.25817,-33.92076,2013-08-29,Coogee Beach,1,26,Sydney City Ocean Beaches,0,22.8
Randwick Council,151.25817,-33.92076,2013-07-30,Coogee Beach,1,26,Sydney City Ocean Beaches,0,20.1
Randwick Council,151.25817,-33.92076,2013-07-18,Coogee Beach,9,26,Sydney City Ocean Beaches,0,23.3
Randwick Council,151.25817,-33.92076,2013-07-06,Coogee Beach,5,26,Sydney City Ocean Beaches,0,18.5
Randwick Council,151.25817,-33.92076,2013-06-24,Coogee Beach,84,26,Sydney City Ocean Beaches,55.6,15
Randwick Council,151.25817,-33.92076,2013-06-12,Coogee Beach,84,26,Sydney City Ocean Beaches,0,16.2
Randwick Council,151.25817,-33.92076,2013-06-06,Coogee Beach,8,26,Sydney City Ocean Beaches,0,21.8
Randwick Council,151.25817,-33.92076,2013-05-20,Coogee Beach,2,26,Sydney City Ocean Beaches,0,20.2
Randwick Council,151.25817,-33.92076,2013-05-14,Coogee Beach,10,26,Sydney City Ocean Beaches,0.4,19.3
Randwick Council,151.25817,-33.92076,2013-04-06,Coogee Beach,49,26,Sydney City Ocean Beaches,12.6,22
Randwick Council,151.25817,-33.92076,2013-02-11,Coogee Beach,110,26,Sydney City Ocean Beaches,8,22.2
Randwick Council,151.25817,-33.92076,2013-01-18,Coogee Beach,18,26,Sydney City Ocean Beaches,0,46.4
Randwick Council,151.25817,-33.92076,2013-01-06,Coogee Beach,4,26,Sydney City Ocean Beaches,0,30.3
Randwick Council,151.25817,-33.92076,2013-01-02,Coogee Beach,15,26,Sydney City Ocean Beaches,0,23.4
Randwick Council,151.264558,-33.915646,2013-03-19,Gordons Bay (East),56,25.9,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.264558,-33.915646,2013-03-25,Gordons Bay (East),4,25.9,Sydney City Ocean Beaches,0,25.8
Randwick Council,151.264558,-33.915646,2013-04-18,Gordons Bay (East),1,25.9,Sydney City Ocean Beaches,7.8,23.2
Randwick Council,151.264558,-33.915646,2013-05-20,Gordons Bay (East),1,25.9,Sydney City Ocean Beaches,0,20.2
Randwick Council,151.264558,-33.915646,2013-06-06,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,21.8
Randwick Council,151.264558,-33.915646,2013-06-12,Gordons Bay (East),660,25.9,Sydney City Ocean Beaches,0,16.2
Randwick Council,151.264558,-33.915646,2013-05-31,Gordons Bay (East),2,25.9,Sydney City Ocean Beaches,0,25
Randwick Council,151.264558,-33.915646,2013-06-24,Gordons Bay (East),41,25.9,Sydney City Ocean Beaches,55.6,15
Randwick Council,151.264558,-33.915646,2013-07-18,Gordons Bay (East),4,25.9,Sydney City Ocean Beaches,0,23.3
Randwick Council,151.264558,-33.915646,2013-07-24,Gordons Bay (East),43,25.9,Sydney City Ocean Beaches,0,16.1
Randwick Council,151.264558,-33.915646,2013-08-22,Gordons Bay (East),4,25.9,Sydney City Ocean Beaches,0,19.4
Randwick Council,151.264558,-33.915646,2013-08-29,Gordons Bay (East),1,25.9,Sydney City Ocean Beaches,0,22.8
Randwick Council,151.264558,-33.915646,2013-08-08,Gordons Bay (East),13,25.9,Sydney City Ocean Beaches,10.4,13.3
Randwick Council,151.264558,-33.915646,2013-04-06,Gordons Bay (East),27,25.9,Sydney City Ocean Beaches,12.6,22
Randwick Council,151.264558,-33.915646,2013-04-02,Gordons Bay (East),1,25.9,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.264558,-33.915646,2013-04-12,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,26.1
Randwick Council,151.264558,-33.915646,2013-04-24,Gordons Bay (East),13,25.9,Sydney City Ocean Beaches,0,22.9
Randwick Council,151.264558,-33.915646,2013-05-01,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.264558,-33.915646,2013-05-07,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,20
Randwick Council,151.264558,-33.915646,2013-05-14,Gordons Bay (East),5,25.9,Sydney City Ocean Beaches,0.4,19.3
Randwick Council,151.264558,-33.915646,2013-05-25,Gordons Bay (East),8,25.9,Sydney City Ocean Beaches,11.4,18.6
Randwick Council,151.264558,-33.915646,2013-06-30,Gordons Bay (East),42,25.9,Sydney City Ocean Beaches,60.8,15.7
Randwick Council,151.264558,-33.915646,2013-07-06,Gordons Bay (East),2,25.9,Sydney City Ocean Beaches,0,18.5
Randwick Council,151.264558,-33.915646,2013-07-12,Gordons Bay (East),8,25.9,Sydney City Ocean Beaches,0,20.8
Randwick Council,151.264558,-33.915646,2013-07-30,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,20.1
Randwick Council,151.264558,-33.915646,2013-08-14,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,24.7
Randwick Council,151.264558,-33.915646,2013-08-16,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,21.7
Randwick Council,151.264558,-33.915646,2013-09-02,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.264558,-33.915646,2013-09-16,Gordons Bay (East),5,25.9,Sydney City Ocean Beaches,1.8,18.1
Randwick Council,151.264558,-33.915646,2013-10-04,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,3,18.8
Randwick Council,151.264558,-33.915646,2013-09-28,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,30.4
Randwick Council,151.264558,-33.915646,2013-10-12,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,26.8
Randwick Council,151.264558,-33.915646,2013-10-28,Gordons Bay (East),3,25.9,Sydney City Ocean Beaches,33.8,23.3
Randwick Council,151.264558,-33.915646,2013-11-21,Gordons Bay (East),12,25.9,Sydney City Ocean Beaches,0,27.1
Randwick Council,151.264558,-33.915646,2013-11-05,Gordons Bay (East),8,25.9,Sydney City Ocean Beaches,0,19.9
Randwick Council,151.264558,-33.915646,2013-11-13,Gordons Bay (East),2,25.9,Sydney City Ocean Beaches,8.8,29.7
Randwick Council,151.264558,-33.915646,2013-11-29,Gordons Bay (East),46,25.9,Sydney City Ocean Beaches,NA,20.7
Randwick Council,151.264558,-33.915646,2013-12-13,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,28.9
Randwick Council,151.264558,-33.915646,2013-09-10,Gordons Bay (East),1,25.9,Sydney City Ocean Beaches,0,33.6
Randwick Council,151.264558,-33.915646,2013-09-22,Gordons Bay (East),5,25.9,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.264558,-33.915646,2013-10-20,Gordons Bay (East),3,25.9,Sydney City Ocean Beaches,0,28.3
Randwick Council,151.264558,-33.915646,2013-12-23,Gordons Bay (East),0,25.9,Sydney City Ocean Beaches,0,36.6
Randwick Council,151.264558,-33.915646,2013-12-31,Gordons Bay (East),68,25.9,Sydney City Ocean Beaches,0,30.2
Randwick Council,151.264558,-33.915646,2013-12-07,Gordons Bay (East),1,25.9,Sydney City Ocean Beaches,0,25.6
Randwick Council,151.25149,-33.98012,2013-12-31,Little Bay Beach,420,29,Sydney City Ocean Beaches,0,30.2
Randwick Council,151.25149,-33.98012,2013-12-23,Little Bay Beach,3,29,Sydney City Ocean Beaches,0,36.6
Randwick Council,151.25149,-33.98012,2013-12-07,Little Bay Beach,9,29,Sydney City Ocean Beaches,0,25.6
Randwick Council,151.25149,-33.98012,2013-10-20,Little Bay Beach,3,29,Sydney City Ocean Beaches,0,28.3
Randwick Council,151.25149,-33.98012,2013-12-13,Little Bay Beach,25,29,Sydney City Ocean Beaches,0,28.9
Randwick Council,151.25149,-33.98012,2013-09-22,Little Bay Beach,8,29,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.25149,-33.98012,2013-11-29,Little Bay Beach,9,29,Sydney City Ocean Beaches,NA,20.7
Randwick Council,151.25149,-33.98012,2013-09-10,Little Bay Beach,2,29,Sydney City Ocean Beaches,0,33.6
Randwick Council,151.25149,-33.98012,2013-09-02,Little Bay Beach,1,29,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.25149,-33.98012,2013-11-13,Little Bay Beach,8,29,Sydney City Ocean Beaches,8.8,29.7
Randwick Council,151.25149,-33.98012,2013-11-05,Little Bay Beach,34,29,Sydney City Ocean Beaches,0,19.9
Randwick Council,151.25149,-33.98012,2013-11-21,Little Bay Beach,26,29,Sydney City Ocean Beaches,0,27.1
Randwick Council,151.25149,-33.98012,2013-10-28,Little Bay Beach,33,29,Sydney City Ocean Beaches,33.8,23.3
Randwick Council,151.25149,-33.98012,2013-10-12,Little Bay Beach,2,29,Sydney City Ocean Beaches,0,26.8
Randwick Council,151.25149,-33.98012,2013-10-04,Little Bay Beach,11,29,Sydney City Ocean Beaches,3,18.8
Randwick Council,151.25149,-33.98012,2013-09-28,Little Bay Beach,5,29,Sydney City Ocean Beaches,0,30.4
Randwick Council,151.25149,-33.98012,2013-09-16,Little Bay Beach,1,29,Sydney City Ocean Beaches,1.8,18.1
Randwick Council,151.25149,-33.98012,2013-08-29,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,22.8
Randwick Council,151.25149,-33.98012,2013-07-30,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,20.1
Randwick Council,151.25149,-33.98012,2013-07-18,Little Bay Beach,2,29,Sydney City Ocean Beaches,0,23.3
Randwick Council,151.25149,-33.98012,2013-07-06,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,18.5
Randwick Council,151.25149,-33.98012,2013-06-12,Little Bay Beach,1,29,Sydney City Ocean Beaches,0,16.2
Randwick Council,151.25149,-33.98012,2013-06-24,Little Bay Beach,59,29,Sydney City Ocean Beaches,55.6,15
Randwick Council,151.25149,-33.98012,2013-06-06,Little Bay Beach,6,29,Sydney City Ocean Beaches,0,21.8
Randwick Council,151.25149,-33.98012,2013-05-20,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,20.2
Randwick Council,151.25149,-33.98012,2013-05-01,Little Bay Beach,4,29,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.25149,-33.98012,2013-05-14,Little Bay Beach,4,29,Sydney City Ocean Beaches,0.4,19.3
Randwick Council,151.25149,-33.98012,2013-05-07,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,20
Randwick Council,151.25149,-33.98012,2013-04-24,Little Bay Beach,4,29,Sydney City Ocean Beaches,0,22.9
Randwick Council,151.25149,-33.98012,2013-04-06,Little Bay Beach,10,29,Sydney City Ocean Beaches,12.6,22
Randwick Council,151.25149,-33.98012,2013-03-19,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,24.2
Randwick Council,151.25149,-33.98012,2013-02-17,Little Bay Beach,160,29,Sydney City Ocean Beaches,13.6,26.3
Randwick Council,151.25149,-33.98012,2013-03-01,Little Bay Beach,56,29,Sydney City Ocean Beaches,28.6,21.2
Randwick Council,151.25149,-33.98012,2013-03-13,Little Bay Beach,5,29,Sydney City Ocean Beaches,0,29.4
Randwick Council,151.25149,-33.98012,2013-01-24,Little Bay Beach,45,29,Sydney City Ocean Beaches,0,27.5
Randwick Council,151.25149,-33.98012,2013-08-08,Little Bay Beach,7,29,Sydney City Ocean Beaches,10.4,13.3
Randwick Council,151.25149,-33.98012,2013-08-14,Little Bay Beach,1,29,Sydney City Ocean Beaches,0,24.7
Randwick Council,151.25149,-33.98012,2013-08-16,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,21.7
Randwick Council,151.25149,-33.98012,2013-08-22,Little Bay Beach,27,29,Sydney City Ocean Beaches,0,19.4
Randwick Council,151.25149,-33.98012,2013-07-24,Little Bay Beach,0,29,Sydney City Ocean Beaches,0,16.1
Randwick Council,151.25149,-33.98012,2013-07-12,Little Bay Beach,9,29,Sydney City Ocean Beaches,0,20.8
Randwick Council,151.25149,-33.98012,2013-06-17,Little Bay Beach,1,29,Sydney City Ocean Beaches,0,16.4
Randwick Council,151.25149,-33.98012,2013-06-30,Little Bay Beach,4900,29,Sydney City Ocean Beaches,60.8,15.7
Randwick Council,151.25149,-33.98012,2013-05-31,Little Bay Beach,2,29,Sydney City Ocean Beaches,0,25
Randwick Council,151.25149,-33.98012,2013-05-25,Little Bay Beach,9,29,Sydney City Ocean Beaches,11.4,18.6
Randwick Council,151.25149,-33.98012,2013-04-18,Little Bay Beach,0,29,Sydney City Ocean Beaches,7.8,23.2
Randwick Council,151.25149,-33.98012,2013-04-12,Little Bay Beach,20,29,Sydney City Ocean Beaches,0,26.1
Randwick Council,151.25149,-33.98012,2013-03-25,Little Bay Beach,420,29,Sydney City Ocean Beaches,0,25.8
Randwick Council,151.25149,-33.98012,2013-04-02,Little Bay Beach,50,29,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.25149,-33.98012,2013-03-07,Little Bay Beach,31,29,Sydney City Ocean Beaches,0,29.1
Randwick Council,151.25149,-33.98012,2013-02-23,Little Bay Beach,330,29,Sydney City Ocean Beaches,7.2,24.8
Randwick Council,151.25149,-33.98012,2013-02-11,Little Bay Beach,150,29,Sydney City Ocean Beaches,8,22.2
Randwick Council,151.25149,-33.98012,2013-01-02,Little Bay Beach,9,29,Sydney City Ocean Beaches,0,23.4
Randwick Council,151.25149,-33.98012,2013-01-06,Little Bay Beach,3,29,Sydney City Ocean Beaches,0,30.3
Randwick Council,151.25149,-33.98012,2013-01-18,Little Bay Beach,1,29,Sydney City Ocean Beaches,0,46.4
Randwick Council,151.25149,-33.98012,2013-01-12,Little Bay Beach,72,29,Sydney City Ocean Beaches,0,31.4
Randwick Council,151.25149,-33.98012,2013-01-30,Little Bay Beach,44,29,Sydney City Ocean Beaches,0.6,26.6
Randwick Council,151.25149,-33.98012,2013-02-05,Little Bay Beach,7,29,Sydney City Ocean Beaches,0.1,25.7
Randwick Council,151.252247,-33.96436,2013-02-05,Malabar Beach,13,28,Sydney City Ocean Beaches,0.1,25.7
Randwick Council,151.252247,-33.96436,2013-01-30,Malabar Beach,13,28,Sydney City Ocean Beaches,0.6,26.6
Randwick Council,151.252247,-33.96436,2013-01-12,Malabar Beach,390,28,Sydney City Ocean Beaches,0,31.4
Randwick Council,151.252247,-33.96436,2013-01-18,Malabar Beach,15,28,Sydney City Ocean Beaches,0,46.4
Randwick Council,151.252247,-33.96436,2013-01-02,Malabar Beach,2,28,Sydney City Ocean Beaches,0,23.4
Randwick Council,151.252247,-33.96436,2013-02-17,Malabar Beach,23,28,Sydney City Ocean Beaches,13.6,26.3
Randwick Council,151.252247,-33.96436,2013-02-23,Malabar Beach,390,28,Sydney City Ocean Beaches,7.2,24.8
Randwick Council,151.252247,-33.96436,2013-03-07,Malabar Beach,6,28,Sydney City Ocean Beaches,0,29.1
Randwick Council,151.252247,-33.96436,2013-03-25,Malabar Beach,28,28,Sydney City Ocean Beaches,0,25.8
Randwick Council,151.252247,-33.96436,2013-04-02,Malabar Beach,12,28,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.252247,-33.96436,2013-04-12,Malabar Beach,8,28,Sydney City Ocean Beaches,0,26.1
Randwick Council,151.252247,-33.96436,2013-04-18,Malabar Beach,3,28,Sydney City Ocean Beaches,7.8,23.2
Randwick Council,151.252247,-33.96436,2013-04-24,Malabar Beach,6,28,Sydney City Ocean Beaches,0,22.9
Randwick Council,151.252247,-33.96436,2013-05-14,Malabar Beach,40,28,Sydney City Ocean Beaches,0.4,19.3
Randwick Council,151.252247,-33.96436,2013-05-25,Malabar Beach,50,28,Sydney City Ocean Beaches,11.4,18.6
Randwick Council,151.252247,-33.96436,2013-05-01,Malabar Beach,32,28,Sydney City Ocean Beaches,0,24.4
Randwick Council,151.252247,-33.96436,2013-06-30,Malabar Beach,2500,28,Sydney City Ocean Beaches,60.8,15.7
Randwick Council,151.252247,-33.96436,2013-06-17,Malabar Beach,40,28,Sydney City Ocean Beaches,0,16.4
Randwick Council,151.252247,-33.96436,2013-07-12,Malabar Beach,2,28,Sydney City Ocean Beaches,0,20.8
Randwick Council,151.252247,-33.96436,2013-07-30,Malabar Beach,11,28,Sydney City Ocean Beaches,0,20.1
