year,Bondi Beach,Bronte Beach,Clovelly Beach,Coogee Beach,Gordons Bay (East),Little Bay Beach,Malabar Beach,Maroubra Beach,South Maroubra Beach,South Maroubra Rockpool,Tamarama Beach
2013,32.224137931034484,26.75862068965517,9.275862068965518,39.672413793103445,24.772727272727273,121.53448275862068,101.41379310344827,47.13793103448276,39.3448275862069,96.38888888888889,29.689655172413794
2014,11.075471698113208,17.49056603773585,13.830188679245284,52.61538461538461,16.69811320754717,19.471698113207548,54.490566037735846,9.226415094339623,14.924528301886792,40.62264150943396,39.58490566037736
2015,14.333333333333334,23.589285714285715,8.824561403508772,40.333333333333336,36.19298245614035,25.49122807017544,66.87719298245614,14.526315789473685,8.24561403508772,47.26315789473684,56.98245614035088
2016,19.35593220338983,61.32203389830509,11.288135593220339,59.54838709677419,39.016949152542374,31.23728813559322,91.01587301587301,26.593220338983052,10.677966101694915,59.32203389830509,50.258620689655174
2017,13.180327868852459,16.78688524590164,7.934426229508197,20.741935483870968,13.655737704918034,18.24590163934426,49.75806451612903,11.59016393442623,8.262295081967213,46.91803278688525,20.37704918032787
2018,22.869565217391305,43.416666666666664,10.630434782608695,21.5625,17.604166666666668,59.0625,38.041666666666664,9.212765957446809,12.5,112.1875,15.479166666666666
